N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS,IDPERSONA
1,1,0,0,0.34,0.34,0.34,1,1,1.0,659690
1,1,0,0,0.79,0.79,0.79,1,1,1.0,659691
1,1,0,0,1.79,1.79,1.79,1,1,1.0,659692
1,1,0,0,5.37,5.37,5.37,1,1,1.0,659693
2,2,0,1,0.39,0.39,0.44,2,2,1.0,659728
1,1,0,0,5.33,5.33,5.33,1,1,1.0,659818
1,1,0,0,0.6,0.6,0.6,1,1,1.0,659820
1,1,0,0,0.83,0.83,0.83,1,1,1.0,659822
1,1,0,0,1.92,1.92,1.92,1,1,1.0,659823
1,1,0,0,5.27,5.27,5.27,1,1,1.0,660059
1,1,0,0,0.6,0.6,0.6,1,1,1.0,660310
2,2,1,0,0.43,0.43,0.58,1,1,1.0,660358
2,2,1,0,2.66,2.66,2.71,1,1,1.0,660643
1,1,0,0,5.29,5.29,5.29,1,1,1.0,660648
1,1,0,0,2.61,2.61,2.61,1,1,1.0,660656
1,1,0,0,0.73,0.73,0.73,1,1,1.0,660675
1,1,0,0,0.4,0.4,0.4,1,1,1.0,660682
1,0,0,0,0.13,0.13,0.13,1,0,0.0,660685
1,1,0,0,5.04,5.04,5.04,1,1,1.0,660708
1,1,0,0,5.04,5.04,5.04,1,1,1.0,660709
1,1,0,0,5.04,5.04,5.04,1,1,1.0,660710
1,1,0,0,5.04,5.04,5.04,1,1,1.0,660711
1,1,0,0,0.83,0.83,0.83,1,1,1.0,660716
2,1,1,0,0.79,0.79,1.48,1,1,0.5,660726
1,1,0,0,4.95,4.95,4.95,1,1,1.0,660727
1,1,0,0,4.95,4.95,4.95,1,1,1.0,660730
1,0,0,0,0.16,0.16,0.16,1,0,0.0,661047
1,1,0,0,1.69,1.69,1.69,1,1,1.0,661227
1,1,0,0,1.13,1.13,1.13,1,1,1.0,661234
2,1,1,0,0.63,0.63,1.07,1,1,0.5,661261
1,1,0,0,4.96,4.96,4.96,1,1,1.0,661986
2,2,1,0,1.64,1.64,2.32,1,1,1.0,662018
1,1,0,0,2.19,2.19,2.19,1,1,1.0,662044
1,1,0,0,0.4,0.4,0.4,1,1,1.0,662064
1,1,0,0,2.58,2.58,2.58,1,1,1.0,662067
2,2,1,0,1.43,1.43,1.49,1,1,1.0,662109
1,1,0,0,4.79,4.79,4.79,1,1,1.0,662147
1,1,0,0,3.58,3.58,3.58,1,1,1.0,662157
1,1,0,0,4.11,4.11,4.11,1,1,1.0,662172
2,2,1,0,2.35,2.35,2.87,1,1,1.0,662177
1,1,0,0,0.28,0.28,0.28,1,1,1.0,662183
2,1,1,0,1.09,1.09,1.93,1,1,0.5,662184
1,1,0,0,3.87,3.87,3.87,1,1,1.0,662436
1,0,0,0,0.24,0.24,0.24,1,0,0.0,662490
1,1,0,0,0.98,0.98,0.98,1,1,1.0,662510
1,1,0,0,2.6,2.6,2.6,1,1,1.0,662512
1,1,0,0,3.29,3.29,3.29,1,1,1.0,662520
1,1,0,0,2.22,2.22,2.22,1,1,1.0,662522
1,1,0,0,0.92,0.92,0.92,1,1,1.0,662524
1,1,0,0,0.31,0.31,0.31,1,1,1.0,662525
1,1,0,0,0.5,0.5,0.5,1,1,1.0,662673
1,1,0,0,0.32,0.32,0.32,1,1,1.0,662677
1,1,0,0,4.43,4.43,4.43,1,1,1.0,662678
1,1,0,0,0.83,0.83,0.83,1,1,1.0,662679
1,1,0,0,4.34,4.34,4.34,1,1,1.0,662684
1,0,0,0,0.24,0.24,0.24,1,0,0.0,662687
1,1,0,0,4.34,4.34,4.34,1,1,1.0,662688
1,1,0,0,4.34,4.34,4.34,1,1,1.0,662694
1,1,0,0,4.37,4.37,4.37,1,1,1.0,662695
1,0,0,0,0.16,0.16,0.16,1,0,0.0,662706
1,1,0,0,0.96,0.96,0.96,1,1,1.0,662717
2,2,0,0,1.85,1.85,3.34,1,1,1.0,662718
1,1,0,0,2.75,2.75,2.75,1,1,1.0,662721
2,2,1,1,0.33,0.33,0.38,2,2,1.0,662765
1,1,0,0,1.55,1.55,1.55,1,1,1.0,662771
1,1,0,0,4.29,4.29,4.29,1,1,1.0,662829
1,1,0,0,2.87,2.87,2.87,1,1,1.0,662846
1,1,0,0,2.87,2.87,2.87,1,1,1.0,662857
2,2,0,1,0.74,0.74,0.97,2,2,1.0,662863
2,2,0,1,0.55,0.55,0.6,2,2,1.0,662864
2,2,0,1,1.24,1.24,1.98,2,2,1.0,662865
1,1,0,0,2.54,2.54,2.54,1,1,1.0,663058
1,1,0,0,1.96,1.96,1.96,1,1,1.0,663105
1,1,0,0,0.38,0.38,0.38,1,1,1.0,663487
4,2,0,0,0.24,0.27,0.39,1,1,0.5,664061
1,0,0,0,0.24,0.24,0.24,1,0,0.0,664776
2,2,1,0,1.67,1.67,2.57,1,1,1.0,664869
1,0,0,0,0.11,0.11,0.11,1,0,0.0,665063
1,1,0,0,2.21,2.21,2.21,1,1,1.0,665145
1,0,0,0,0.13,0.13,0.13,1,0,0.0,665207
1,1,0,0,4.21,4.21,4.21,1,1,1.0,665236
1,0,0,0,0.01,0.01,0.01,1,0,0.0,665268
1,1,0,0,2.84,2.84,2.84,1,1,1.0,665316
1,1,0,0,4.13,4.13,4.13,1,1,1.0,665320
1,1,0,0,4.04,4.04,4.04,1,1,1.0,665421
1,1,0,0,1.97,1.97,1.97,1,1,1.0,665432
1,1,0,0,0.38,0.38,0.38,1,1,1.0,665440
1,1,0,0,1.27,1.27,1.27,1,1,1.0,665621
2,2,1,0,1.86,1.86,3.36,1,1,1.0,666375
3,2,0,0,0.38,0.28,0.69,1,1,0.667,666382
1,1,0,0,2.36,2.36,2.36,1,1,1.0,666479
1,1,0,0,0.52,0.52,0.52,1,1,1.0,666552
1,1,0,0,1.1,1.1,1.1,1,1,1.0,666633
1,1,0,0,0.54,0.54,0.54,1,1,1.0,666652
1,1,0,0,3.55,3.55,3.55,1,1,1.0,666805
1,1,0,0,1.95,1.95,1.95,1,1,1.0,667194
1,1,0,0,0.64,0.64,0.64,1,1,1.0,667326
1,0,0,0,0.13,0.13,0.13,1,0,0.0,667327
2,1,1,1,2.0,2.0,3.87,2,1,0.5,667339
1,0,0,0,0.08,0.08,0.08,1,0,0.0,667381
1,1,0,0,3.79,3.79,3.79,1,1,1.0,667392
2,0,0,0,0.02,0.02,0.03,1,0,0.0,667396
2,2,1,0,1.56,1.56,2.66,1,1,1.0,667452
1,1,0,0,1.62,1.62,1.62,1,1,1.0,667455
1,1,0,0,3.7,3.7,3.7,1,1,1.0,667482
1,1,0,0,3.7,3.7,3.7,1,1,1.0,667490
1,1,0,0,3.62,3.62,3.62,1,1,1.0,667519
1,1,0,0,3.62,3.62,3.62,1,1,1.0,667527
1,0,0,0,0.24,0.24,0.24,1,0,0.0,667562
1,0,0,0,0.08,0.08,0.08,1,0,0.0,667566
2,2,1,0,1.81,1.81,1.91,1,1,1.0,667610
1,0,0,0,0.02,0.02,0.02,1,0,0.0,667636
1,1,0,0,3.3,3.3,3.3,1,1,1.0,667876
1,1,0,0,0.33,0.33,0.33,1,1,1.0,667929
1,1,0,0,0.33,0.33,0.33,1,1,1.0,667930
1,1,0,0,2.7,2.7,2.7,1,1,1.0,667946
2,2,1,1,1.77,1.77,2.38,2,2,1.0,667961
1,1,0,0,3.55,3.55,3.55,1,1,1.0,667972
1,1,0,0,3.55,3.55,3.55,1,1,1.0,667973
4,3,0,0,0.65,0.65,1.29,1,1,0.75,667976
1,1,0,0,1.29,1.29,1.29,1,1,1.0,668010
1,1,0,0,3.45,3.45,3.45,1,1,1.0,668040
1,1,0,0,3.45,3.45,3.45,1,1,1.0,668042
1,1,0,0,2.87,2.87,2.87,1,1,1.0,668065
1,1,0,0,3.45,3.45,3.45,1,1,1.0,668114
1,1,0,0,2.81,2.81,2.81,1,1,1.0,668121
1,1,0,0,0.69,0.69,0.69,1,1,1.0,668122
1,1,0,0,3.39,3.39,3.39,1,1,1.0,668132
1,0,0,0,0.24,0.24,0.24,1,0,0.0,668310
1,1,0,0,3.38,3.38,3.38,1,1,1.0,668324
1,1,0,0,3.38,3.38,3.38,1,1,1.0,668325
1,1,0,0,1.71,1.71,1.71,1,1,1.0,668333
1,1,0,0,0.98,0.98,0.98,1,1,1.0,668337
2,2,1,0,1.67,1.67,1.77,1,1,1.0,668363
1,1,0,0,3.34,3.34,3.34,1,1,1.0,668407
1,1,0,0,0.63,0.63,0.63,1,1,1.0,668408
1,1,0,0,1.17,1.17,1.17,1,1,1.0,668898
1,1,0,0,3.32,3.32,3.32,1,1,1.0,668935
1,1,0,0,3.3,3.3,3.3,1,1,1.0,669206
1,1,0,0,0.69,0.69,0.69,1,1,1.0,669390
1,1,0,0,0.78,0.78,0.78,1,1,1.0,669423
2,2,1,0,0.67,0.67,0.79,1,1,1.0,669436
1,1,0,0,2.99,2.99,2.99,1,1,1.0,669472
1,0,0,0,0.11,0.11,0.11,1,0,0.0,669476
1,1,0,0,0.37,0.37,0.37,1,1,1.0,669596
1,0,0,0,0.11,0.11,0.11,1,0,0.0,669597
1,1,0,0,0.42,0.42,0.42,1,1,1.0,669599
1,1,0,0,2.27,2.27,2.27,1,1,1.0,669691
1,1,0,0,2.87,2.87,2.87,1,1,1.0,669752
1,1,0,0,2.86,2.86,2.86,1,1,1.0,669767
1,1,0,0,3.04,3.04,3.04,1,1,1.0,669824
1,1,0,0,3.04,3.04,3.04,1,1,1.0,669861
1,1,0,0,2.98,2.98,2.98,1,1,1.0,669912
1,1,0,0,2.96,2.96,2.96,1,1,1.0,669913
3,3,2,0,0.91,0.99,1.35,1,1,1.0,669925
2,2,1,0,1.19,1.19,1.98,1,1,1.0,669952
1,1,0,0,0.28,0.28,0.28,1,1,1.0,669959
1,1,0,0,0.27,0.27,0.27,1,1,1.0,669971
1,1,0,0,2.95,2.95,2.95,1,1,1.0,670083
1,1,0,0,2.96,2.96,2.96,1,1,1.0,670664
1,1,0,0,2.96,2.96,2.96,1,1,1.0,670716
1,0,0,0,0.22,0.22,0.22,1,0,0.0,671081
2,2,1,0,1.48,1.48,1.71,1,1,1.0,671086
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671098
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671100
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671102
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671165
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671174
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671175
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671178
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671186
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671187
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671192
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671194
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671195
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671202
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671206
1,0,0,0,0.19,0.19,0.19,1,0,0.0,671346
1,0,0,0,0.19,0.19,0.19,1,0,0.0,671348
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671383
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671384
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671389
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671393
1,1,0,0,0.62,0.62,0.62,1,1,1.0,671402
1,0,0,0,0.24,0.24,0.24,1,0,0.0,671417
3,0,1,1,0.17,0.16,0.23,2,0,0.0,671449
1,1,0,0,2.87,2.87,2.87,1,1,1.0,671495
1,1,0,0,2.87,2.87,2.87,1,1,1.0,671497
1,1,0,0,2.11,2.11,2.11,1,1,1.0,671504
1,1,0,0,2.87,2.87,2.87,1,1,1.0,671519
1,0,0,0,0.15,0.15,0.15,1,0,0.0,671521
1,1,0,0,0.42,0.42,0.42,1,1,1.0,671522
1,1,0,0,0.54,0.54,0.54,1,1,1.0,671524
1,1,0,0,1.17,1.17,1.17,1,1,1.0,671527
1,1,0,0,2.79,2.79,2.79,1,1,1.0,671563
1,1,0,0,2.79,2.79,2.79,1,1,1.0,671565
1,1,0,0,2.79,2.79,2.79,1,1,1.0,671567
1,1,0,0,2.79,2.79,2.79,1,1,1.0,671568
1,1,0,0,1.83,1.83,1.83,1,1,1.0,671577
1,1,0,0,2.79,2.79,2.79,1,1,1.0,671578
1,1,0,0,2.79,2.79,2.79,1,1,1.0,671580
1,1,0,0,0.5,0.5,0.5,1,1,1.0,671589
1,1,0,0,1.62,1.62,1.62,1,1,1.0,671628
1,1,0,0,2.38,2.38,2.38,1,1,1.0,671718
1,1,0,0,2.62,2.62,2.62,1,1,1.0,671732
1,1,0,0,2.69,2.69,2.69,1,1,1.0,671753
1,1,0,0,2.62,2.62,2.62,1,1,1.0,671911
1,1,0,0,2.55,2.55,2.55,1,1,1.0,671929
1,1,0,0,0.96,0.96,0.96,1,1,1.0,671930
1,0,0,0,0.1,0.1,0.1,1,0,0.0,671949
1,0,0,0,0.06,0.06,0.06,1,0,0.0,672376
1,1,0,0,0.55,0.55,0.55,1,1,1.0,672387
1,1,0,0,0.33,0.33,0.33,1,1,1.0,672396
1,1,0,0,2.37,2.37,2.37,1,1,1.0,672397
1,1,0,0,2.53,2.53,2.53,1,1,1.0,672402
1,1,0,0,0.33,0.33,0.33,1,1,1.0,672528
2,1,1,0,0.71,0.71,1.2,1,1,0.5,672832
1,1,0,0,1.06,1.06,1.06,1,1,1.0,672871
1,1,0,0,1.37,1.37,1.37,1,1,1.0,672872
1,1,0,0,1.74,1.74,1.74,1,1,1.0,672911
1,1,0,0,2.34,2.34,2.34,1,1,1.0,672952
1,1,0,0,0.71,0.71,0.71,1,1,1.0,672957
1,1,0,0,2.15,2.15,2.15,1,1,1.0,672998
1,1,0,0,2.32,2.32,2.32,1,1,1.0,673016
1,1,0,0,2.32,2.32,2.32,1,1,1.0,673021
1,0,0,0,0.0,0.0,0.0,1,0,0.0,673037
1,1,0,0,0.36,0.36,0.36,1,1,1.0,673038
1,1,0,0,1.85,1.85,1.85,1,1,1.0,673473
1,1,0,0,2.21,2.21,2.21,1,1,1.0,673638
2,1,1,0,0.24,0.24,0.33,1,1,0.5,674043
2,2,1,0,1.11,1.11,1.69,1,1,1.0,674064
1,1,0,0,1.25,1.25,1.25,1,1,1.0,674089
1,1,0,0,2.21,2.21,2.21,1,1,1.0,674159
1,1,0,0,1.53,1.53,1.53,1,1,1.0,674170
2,1,1,1,0.78,0.78,1.37,2,1,0.5,674257
1,1,0,0,2.03,2.03,2.03,1,1,1.0,674524
1,1,0,0,2.08,2.08,2.08,1,1,1.0,674540
1,1,0,0,1.14,1.14,1.14,1,1,1.0,674610
2,2,0,0,0.53,0.53,0.72,1,1,1.0,674620
1,1,0,0,1.96,1.96,1.96,1,1,1.0,674686
2,2,1,0,0.93,0.93,1.51,1,1,1.0,674697
1,1,0,0,1.48,1.48,1.48,1,1,1.0,676144
2,0,0,0,0.1,0.1,0.13,1,0,0.0,676206
1,1,0,0,0.55,0.55,0.55,1,1,1.0,676235
1,1,0,0,1.92,1.92,1.92,1,1,1.0,676278
1,1,0,0,1.86,1.86,1.86,1,1,1.0,676282
1,1,0,0,1.9,1.9,1.9,1,1,1.0,676325
1,0,0,0,0.11,0.11,0.11,1,0,0.0,676329
1,0,0,0,0.11,0.11,0.11,1,0,0.0,676330
1,0,0,0,0.11,0.11,0.11,1,0,0.0,676335
1,0,0,0,0.11,0.11,0.11,1,0,0.0,676337
1,0,0,0,0.13,0.13,0.13,1,0,0.0,676339
1,1,0,0,1.82,1.82,1.82,1,1,1.0,676341
1,0,0,0,0.11,0.11,0.11,1,0,0.0,676346
2,1,1,0,0.88,0.88,1.73,1,1,0.5,676413
1,1,0,0,1.77,1.77,1.77,1,1,1.0,676417
1,1,0,0,1.77,1.77,1.77,1,1,1.0,676420
1,1,0,0,1.29,1.29,1.29,1,1,1.0,676429
1,1,0,0,1.69,1.69,1.69,1,1,1.0,676507
1,1,0,0,1.69,1.69,1.69,1,1,1.0,676508
1,1,0,0,1.69,1.69,1.69,1,1,1.0,676509
1,1,0,0,1.69,1.69,1.69,1,1,1.0,676510
1,1,0,0,1.69,1.69,1.69,1,1,1.0,676511
1,1,0,0,1.69,1.69,1.69,1,1,1.0,676513
1,1,0,0,0.93,0.93,0.93,1,1,1.0,676557
1,1,0,0,1.6,1.6,1.6,1,1,1.0,676630
1,1,0,0,1.55,1.55,1.55,1,1,1.0,677176
1,1,0,0,1.46,1.46,1.46,1,1,1.0,677353
1,1,0,0,1.46,1.46,1.46,1,1,1.0,677355
1,1,0,0,1.46,1.46,1.46,1,1,1.0,677356
1,1,0,0,0.83,0.83,0.83,1,1,1.0,677411
1,1,0,0,1.21,1.21,1.21,1,1,1.0,677434
1,0,0,0,0.0,0.0,0.0,1,0,0.0,677460
1,1,0,0,1.35,1.35,1.35,1,1,1.0,677461
1,1,0,0,0.78,0.78,0.78,1,1,1.0,677462
2,2,1,1,0.68,0.68,0.99,2,2,1.0,677480
2,2,1,0,0.41,0.41,0.52,1,1,1.0,677485
1,1,0,0,1.04,1.04,1.04,1,1,1.0,677508
1,1,0,0,0.89,0.89,0.89,1,1,1.0,678097
1,1,0,0,0.73,0.73,0.73,1,1,1.0,678266
1,1,0,0,0.45,0.45,0.45,1,1,1.0,678924
1,1,0,0,0.89,0.89,0.89,1,1,1.0,679008
2,2,1,0,0.61,0.61,0.86,1,1,1.0,679011
1,0,0,0,0.24,0.24,0.24,1,0,0.0,679258
1,1,0,0,0.27,0.27,0.27,1,1,1.0,679328
1,1,0,0,1.13,1.13,1.13,1,1,1.0,679351
1,1,0,0,1.13,1.13,1.13,1,1,1.0,679352
1,1,0,0,1.13,1.13,1.13,1,1,1.0,679353
1,1,0,0,1.13,1.13,1.13,1,1,1.0,679371
1,1,0,0,1.09,1.09,1.09,1,1,1.0,679385
1,0,0,0,0.16,0.16,0.16,1,0,0.0,679425
2,1,0,1,0.3,0.3,0.35,2,1,0.5,679555
2,1,0,0,0.25,0.25,0.25,1,1,0.5,679569
1,1,0,0,0.33,0.33,0.33,1,1,1.0,679595
1,1,0,0,1.04,1.04,1.04,1,1,1.0,679622
1,1,0,0,1.04,1.04,1.04,1,1,1.0,679623
1,1,0,0,0.27,0.27,0.27,1,1,1.0,679666
1,1,0,0,0.91,0.91,0.91,1,1,1.0,679669
1,0,0,0,0.24,0.24,0.24,1,0,0.0,683216
1,0,0,0,0.15,0.15,0.15,1,0,0.0,683250
1,0,0,0,0.24,0.24,0.24,1,0,0.0,683340
1,0,0,0,0.24,0.24,0.24,1,0,0.0,683347
1,1,0,0,0.95,0.95,0.95,1,1,1.0,683349
1,0,0,0,0.23,0.23,0.23,1,0,0.0,683529
1,0,0,0,0.24,0.24,0.24,1,0,0.0,683578
1,0,0,0,0.24,0.24,0.24,1,0,0.0,683587
1,0,0,0,0.23,0.23,0.23,1,0,0.0,683629
1,0,0,0,0.21,0.21,0.21,1,0,0.0,683638
1,1,0,0,0.96,0.96,0.96,1,1,1.0,683672
1,1,0,0,0.96,0.96,0.96,1,1,1.0,683673
1,0,0,0,0.15,0.15,0.15,1,0,0.0,683722
1,0,0,0,0.18,0.18,0.18,1,0,0.0,683904
1,1,0,0,0.79,0.79,0.79,1,1,1.0,683905
1,1,0,0,0.79,0.79,0.79,1,1,1.0,683917
