N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS,IDPERSONA
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67718
3,3,2,1,3.68,1.66,8.38,2,2,1.0,67720
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67726
1,1,0,0,12.25,12.25,12.25,1,1,1.0,67728
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67730
2,2,1,1,8.56,8.56,12.71,2,2,1.0,67732
4,4,3,1,4.3,2.5,10.79,2,2,1.0,67737
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67739
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67740
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67753
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67755
4,4,3,1,4.78,5.21,6.71,2,2,1.0,67809
2,2,1,1,8.44,8.44,15.46,2,2,1.0,67810
3,3,2,1,5.32,6.71,7.83,2,2,1.0,67811
2,2,1,1,8.56,8.56,11.71,2,2,1.0,67838
1,1,0,0,10.58,10.58,10.58,1,1,1.0,67839
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67840
4,3,3,1,4.28,2.21,12.71,2,2,0.75,67842
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67843
3,3,2,1,5.71,3.42,10.79,2,2,1.0,67845
2,2,1,1,8.56,8.56,12.71,2,2,1.0,67846
1,1,0,0,19.04,19.04,19.04,1,1,1.0,67847
4,4,3,1,4.28,2.67,10.79,2,2,1.0,67848
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67849
2,2,1,1,8.56,8.56,11.71,2,2,1.0,67850
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67852
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67854
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67855
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67868
4,4,3,1,4.28,2.71,10.79,2,2,1.0,67869
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67870
3,3,2,1,5.71,3.42,12.71,2,2,1.0,67871
4,4,3,1,3.32,0.96,10.79,2,2,1.0,67874
2,2,1,1,5.33,5.33,9.66,2,2,1.0,67876
1,1,0,0,17.12,17.12,17.12,1,1,1.0,67877
1,1,0,0,1.74,1.74,1.74,1,1,1.0,67973
2,2,1,0,2.05,2.05,3.79,1,1,1.0,68084
1,1,0,0,2.84,2.84,2.84,1,1,1.0,68186
2,2,1,0,3.93,3.93,7.46,1,1,1.0,68191
2,1,1,0,0.47,0.47,0.7,1,1,0.5,68232
1,0,0,0,0.11,0.11,0.11,1,0,0.0,68247
4,4,3,1,4.26,2.66,11.29,2,2,1.0,68354
2,2,1,1,7.69,7.69,11.71,2,2,1.0,68801
1,0,0,0,0.18,0.18,0.18,1,0,0.0,68945
4,4,3,1,3.32,2.0,8.91,2,2,1.0,69235
5,4,4,1,2.41,1.0,7.0,2,2,0.8,69247
5,5,3,2,2.43,1.0,6.84,3,3,1.0,69756
1,0,0,0,0.11,0.11,0.11,1,0,0.0,69846
2,2,1,0,5.2,5.2,5.85,1,1,1.0,70235
3,3,2,1,1.9,1.7,2.99,2,2,1.0,70512
1,1,0,0,4.21,4.21,4.21,1,1,1.0,71027
2,2,1,1,4.4,4.4,8.12,2,2,1.0,71044
2,2,1,1,2.21,2.21,3.73,2,2,1.0,72101
3,3,2,1,2.78,2.21,4.88,2,2,1.0,72297
1,1,0,0,0.28,0.28,0.28,1,1,1.0,72321
1,1,0,0,10.21,10.21,10.21,1,1,1.0,73369
1,1,0,0,1.59,1.59,1.59,1,1,1.0,73396
4,4,3,0,1.13,1.08,1.97,1,1,1.0,73399
2,2,1,0,5.69,5.69,10.79,1,1,1.0,73422
2,2,1,0,3.16,3.16,5.33,1,1,1.0,73427
1,1,0,0,1.23,1.23,1.23,1,1,1.0,73466
2,2,1,1,2.61,2.61,3.85,2,2,1.0,73485
3,3,2,0,0.78,0.7,1.25,1,1,1.0,73495
1,1,0,0,5.33,5.33,5.33,1,1,1.0,73498
1,1,0,0,3.34,3.34,3.34,1,1,1.0,73504
2,2,1,0,2.02,2.02,3.58,1,1,1.0,73526
1,1,0,0,5.54,5.54,5.54,1,1,1.0,73533
2,2,1,1,3.02,3.02,4.66,2,2,1.0,73548
3,3,2,2,4.0,0.79,10.91,3,3,1.0,73563
3,3,2,0,2.43,3.25,3.71,1,1,1.0,73569
3,3,2,1,1.49,1.38,2.14,2,2,1.0,73609
3,3,2,2,4.1,1.77,9.93,3,3,1.0,73618
1,1,0,0,6.61,6.61,6.61,1,1,1.0,73639
2,2,1,0,2.35,2.35,2.38,1,1,1.0,73646
1,1,0,0,5.95,5.95,5.95,1,1,1.0,73677
1,1,0,0,2.96,2.96,2.96,1,1,1.0,73683
2,2,1,1,0.89,0.89,0.95,2,2,1.0,73715
3,3,1,2,2.32,0.99,5.54,3,3,1.0,73724
3,2,2,0,2.55,1.71,5.91,1,1,0.667,73742
1,1,0,0,3.42,3.42,3.42,1,1,1.0,73763
1,1,0,0,5.67,5.67,5.67,1,1,1.0,73767
1,1,0,0,4.66,4.66,4.66,1,1,1.0,73782
1,1,0,0,7.08,7.08,7.08,1,1,1.0,73790
2,2,1,0,3.38,3.38,5.7,1,1,1.0,73799
1,1,0,0,0.35,0.35,0.35,1,1,1.0,73803
1,1,0,0,2.96,2.96,2.96,1,1,1.0,73837
2,1,1,0,1.45,1.45,2.87,1,1,0.5,74185
1,1,0,0,10.0,10.0,10.0,1,1,1.0,74205
1,0,0,0,0.11,0.11,0.11,1,0,0.0,74221
3,3,2,0,1.09,0.94,1.67,1,1,1.0,74257
1,1,0,0,4.22,4.22,4.22,1,1,1.0,74261
1,1,0,0,8.76,8.76,8.76,1,1,1.0,74289
2,2,1,1,3.33,3.33,6.07,2,2,1.0,74317
2,1,1,1,0.29,0.29,0.35,2,1,0.5,74334
1,1,0,0,5.83,5.83,5.83,1,1,1.0,74410
1,1,0,0,8.66,8.66,8.66,1,1,1.0,74424
3,2,0,1,0.26,0.28,0.34,2,2,0.667,74517
1,1,0,0,3.16,3.16,3.16,1,1,1.0,75199
3,3,2,1,1.59,1.72,2.14,2,2,1.0,75537
1,1,0,0,0.96,0.96,0.96,1,1,1.0,75543
1,1,0,0,2.7,2.7,2.7,1,1,1.0,75611
2,2,1,1,1.48,1.48,2.58,2,2,1.0,75635
1,1,0,0,0.35,0.35,0.35,1,1,1.0,75684
1,1,0,0,0.8,0.8,0.8,1,1,1.0,75698
3,2,1,2,0.49,0.57,0.67,2,1,0.667,75701
2,2,1,0,1.78,1.78,2.7,1,1,1.0,75709
2,2,1,1,2.23,2.23,3.33,2,2,1.0,75712
1,0,0,0,0.24,0.24,0.24,1,0,0.0,75723
2,2,1,1,0.84,0.84,0.99,2,2,1.0,75738
2,0,1,1,0.18,0.18,0.24,2,0,0.0,75739
3,1,1,2,1.05,0.08,2.99,3,1,0.333,75747
1,1,0,0,2.93,2.93,2.93,1,1,1.0,75750
3,3,2,0,1.04,0.76,1.99,1,1,1.0,75751
1,1,0,0,5.09,5.09,5.09,1,1,1.0,75755
1,1,0,0,0.96,0.96,0.96,1,1,1.0,75790
1,0,0,0,0.11,0.11,0.11,1,0,0.0,75804
1,1,0,0,2.9,2.9,2.9,1,1,1.0,75838
2,1,1,0,0.4,0.4,0.58,1,1,0.5,75859
1,1,0,0,2.38,2.38,2.38,1,1,1.0,75860
1,1,0,0,2.91,2.91,2.91,1,1,1.0,75889
1,1,0,0,3.34,3.34,3.34,1,1,1.0,75946
3,1,2,1,0.81,0.08,2.34,2,1,0.333,75961
1,1,0,0,0.69,0.69,0.69,1,1,1.0,75964
1,1,0,0,0.28,0.28,0.28,1,1,1.0,75998
1,1,0,0,2.95,2.95,2.95,1,1,1.0,76024
1,1,0,0,0.33,0.33,0.33,1,1,1.0,76043
2,2,1,0,1.59,1.59,2.84,1,1,1.0,76063
1,1,0,0,0.27,0.27,0.27,1,1,1.0,76065
1,1,0,0,1.41,1.41,1.41,1,1,1.0,76069
1,1,0,0,0.95,0.95,0.95,1,1,1.0,76072
1,1,0,0,2.3,2.3,2.3,1,1,1.0,76092
2,1,0,0,1.05,1.05,1.92,1,1,0.5,76093
1,0,0,0,0.24,0.24,0.24,1,0,0.0,76094
1,0,0,0,0.22,0.22,0.22,1,0,0.0,76104
1,1,0,0,0.97,0.97,0.97,1,1,1.0,76115
1,0,0,0,0.03,0.03,0.03,1,0,0.0,76209
4,4,3,1,2.82,0.9,9.0,2,2,1.0,76217
3,3,2,1,1.62,1.0,3.0,2,2,1.0,76218
2,2,1,1,4.17,4.17,7.96,2,2,1.0,76778
2,2,1,0,0.67,0.67,0.95,1,1,1.0,77007
1,1,0,0,2.58,2.58,2.58,1,1,1.0,77381
2,2,1,0,5.6,5.6,10.71,1,1,1.0,77389
1,1,0,0,9.87,9.87,9.87,1,1,1.0,77401
1,0,0,0,0.24,0.24,0.24,1,0,0.0,77482
4,4,3,2,1.31,1.08,2.39,3,3,1.0,77511
4,3,3,3,0.77,0.71,1.46,4,3,0.75,77512
1,1,0,0,11.13,11.13,11.13,1,1,1.0,77520
1,1,0,0,11.13,11.13,11.13,1,1,1.0,77528
3,3,2,1,3.65,4.91,5.54,2,2,1.0,77558
2,2,1,0,5.54,5.54,6.46,1,1,1.0,77575
1,1,0,0,10.99,10.99,10.99,1,1,1.0,77594
1,1,0,0,10.71,10.71,10.71,1,1,1.0,77603
1,0,0,0,0.24,0.24,0.24,1,0,0.0,77628
1,1,0,0,3.15,3.15,3.15,1,1,1.0,77629
1,0,0,0,0.24,0.24,0.24,1,0,0.0,77663
2,2,1,0,0.42,0.42,0.5,1,1,1.0,77679
2,1,0,0,1.8,1.8,3.5,1,1,0.5,77712
2,2,1,1,1.14,1.14,1.52,2,2,1.0,77720
1,1,0,0,0.75,0.75,0.75,1,1,1.0,77727
1,1,0,0,2.84,2.84,2.84,1,1,1.0,77734
1,1,0,0,1.1,1.1,1.1,1,1,1.0,77764
1,1,0,0,4.34,4.34,4.34,1,1,1.0,77788
1,1,0,0,1.26,1.26,1.26,1,1,1.0,77803
1,1,0,0,1.0,1.0,1.0,1,1,1.0,77835
1,0,0,0,0.24,0.24,0.24,1,0,0.0,77854
1,0,0,0,0.24,0.24,0.24,1,0,0.0,77855
1,1,0,0,0.37,0.37,0.37,1,1,1.0,77881
1,1,0,0,2.09,2.09,2.09,1,1,1.0,77927
1,1,0,0,2.87,2.87,2.87,1,1,1.0,77935
1,0,0,0,0.24,0.24,0.24,1,0,0.0,77974
2,1,1,0,0.25,0.25,0.27,1,1,0.5,77994
2,2,1,1,0.85,0.85,0.9,2,2,1.0,78002
1,1,0,0,2.11,2.11,2.11,1,1,1.0,78035
2,2,0,0,1.22,1.22,1.7,1,1,1.0,78066
1,1,0,0,3.11,3.11,3.11,1,1,1.0,78086
1,1,0,0,1.74,1.74,1.74,1,1,1.0,78101
1,0,0,0,0.24,0.24,0.24,1,0,0.0,78121
1,1,0,0,4.37,4.37,4.37,1,1,1.0,78135
1,1,0,0,1.96,1.96,1.96,1,1,1.0,78220
1,1,0,0,0.28,0.28,0.28,1,1,1.0,78260
1,1,0,0,0.6,0.6,0.6,1,1,1.0,78305
2,2,1,0,2.21,2.21,2.46,1,1,1.0,78314
2,2,0,1,1.03,1.03,1.55,2,2,1.0,78357
1,0,0,0,0.11,0.11,0.11,1,0,0.0,78381
1,1,0,0,0.83,0.83,0.83,1,1,1.0,78432
1,0,0,0,0.02,0.02,0.02,1,0,0.0,78450
1,1,0,0,3.7,3.7,3.7,1,1,1.0,78479
2,2,0,1,1.57,1.57,2.67,2,2,1.0,78499
1,1,0,0,2.87,2.87,2.87,1,1,1.0,78513
1,1,0,0,2.8,2.8,2.8,1,1,1.0,78520
1,1,0,0,0.36,0.36,0.36,1,1,1.0,78528
2,1,1,0,0.26,0.26,0.33,1,1,0.5,78543
1,0,0,0,0.08,0.08,0.08,1,0,0.0,78638
2,2,1,1,4.25,4.25,7.66,2,2,1.0,78656
1,1,0,0,6.98,6.98,6.98,1,1,1.0,78685
5,5,3,4,2.05,0.72,7.71,4,4,1.0,78701
1,1,0,0,10.91,10.91,10.91,1,1,1.0,78729
2,2,1,0,4.94,4.94,6.46,1,1,1.0,78731
1,1,0,0,3.75,3.75,3.75,1,1,1.0,78761
1,1,0,0,2.32,2.32,2.32,1,1,1.0,78762
1,1,0,0,5.83,5.83,5.83,1,1,1.0,78783
1,1,0,0,0.38,0.38,0.38,1,1,1.0,78814
2,2,1,0,1.87,1.87,2.83,1,1,1.0,78866
5,4,4,1,0.63,0.39,1.39,2,2,0.8,78867
2,2,1,0,5.46,5.46,6.46,1,1,1.0,78898
1,0,0,0,0.24,0.24,0.24,1,0,0.0,78901
1,1,0,0,4.62,4.62,4.62,1,1,1.0,78953
2,2,1,1,3.7,3.7,6.41,2,2,1.0,78970
1,0,0,0,0.0,0.0,0.0,1,0,0.0,79361
3,2,2,0,2.65,3.58,4.21,1,1,0.667,79972
2,2,0,0,0.45,0.45,0.64,1,1,1.0,80032
1,1,0,0,2.32,2.32,2.32,1,1,1.0,80194
1,1,0,0,8.38,8.38,8.38,1,1,1.0,80200
1,1,0,0,8.38,8.38,8.38,1,1,1.0,80206
1,1,0,0,1.37,1.37,1.37,1,1,1.0,80235
1,1,0,0,0.61,0.61,0.61,1,1,1.0,80316
3,3,1,1,2.19,1.0,4.96,2,2,1.0,80318
2,2,0,1,2.01,2.01,3.61,2,2,1.0,80918
1,1,0,0,5.08,5.08,5.08,1,1,1.0,81202
2,2,1,0,0.9,0.9,1.44,1,1,1.0,81247
1,1,0,0,0.96,0.96,0.96,1,1,1.0,81391
1,1,0,0,3.34,3.34,3.34,1,1,1.0,81684
1,1,0,0,7.96,7.96,7.96,1,1,1.0,81761
1,1,0,0,1.98,1.98,1.98,1,1,1.0,81832
1,1,0,0,10.38,10.38,10.38,1,1,1.0,82056
1,1,0,0,1.19,1.19,1.19,1,1,1.0,82478
4,1,2,3,0.66,0.25,1.98,2,1,0.25,82483
1,1,0,0,1.62,1.62,1.62,1,1,1.0,82497
1,1,0,0,8.0,8.0,8.0,1,1,1.0,83678
2,2,1,1,0.51,0.51,0.57,2,2,1.0,84005
1,1,0,0,5.91,5.91,5.91,1,1,1.0,86407
1,1,0,0,5.18,5.18,5.18,1,1,1.0,86476
1,1,0,0,10.71,10.71,10.71,1,1,1.0,86483
1,1,0,0,10.71,10.71,10.71,1,1,1.0,86484
2,2,1,0,5.46,5.46,9.21,1,1,1.0,86486
1,1,0,0,10.71,10.71,10.71,1,1,1.0,86488
1,1,0,0,10.64,10.64,10.64,1,1,1.0,86489
2,2,1,0,5.46,5.46,9.21,1,1,1.0,86490
2,2,1,0,5.33,5.33,7.36,1,1,1.0,86494
4,2,2,0,2.68,0.86,9.0,1,1,0.5,86495
2,2,1,0,5.35,5.35,9.0,1,1,1.0,86496
1,1,0,0,10.71,10.71,10.71,1,1,1.0,86515
1,1,0,0,10.56,10.56,10.56,1,1,1.0,86548
1,0,0,0,0.01,0.01,0.01,1,0,0.0,87496
1,1,0,0,3.37,3.37,3.37,1,1,1.0,90113
1,1,0,0,5.35,5.35,5.35,1,1,1.0,90862
1,1,0,0,1.27,1.27,1.27,1,1,1.0,91014
1,1,0,0,4.79,4.79,4.79,1,1,1.0,93997
1,0,0,0,0.22,0.22,0.22,1,0,0.0,94437
1,1,0,0,1.04,1.04,1.04,1,1,1.0,94835
2,1,1,1,2.12,2.12,4.06,2,1,0.5,94929
1,1,0,0,9.6,9.6,9.6,1,1,1.0,95251
2,2,1,1,2.47,2.47,3.16,2,2,1.0,95278
1,1,0,0,6.8,6.8,6.8,1,1,1.0,95335
1,1,0,0,1.37,1.37,1.37,1,1,1.0,95471
2,2,1,1,5.39,5.39,10.46,2,2,1.0,95473
1,0,0,0,0.24,0.24,0.24,1,0,0.0,95480
1,1,0,0,4.08,4.08,4.08,1,1,1.0,95491
3,3,2,0,3.41,4.25,5.12,1,1,1.0,95498
1,1,0,0,10.46,10.46,10.46,1,1,1.0,95506
14,7,6,6,1.12,0.25,6.28,4,2,0.5,95516
2,2,1,1,0.75,0.75,0.96,2,2,1.0,95517
1,1,0,0,0.91,0.91,0.91,1,1,1.0,95523
5,5,3,1,2.05,1.27,6.17,2,2,1.0,95527
1,1,0,0,10.38,10.38,10.38,1,1,1.0,95538
1,1,0,0,4.16,4.16,4.16,1,1,1.0,95539
1,0,0,0,0.03,0.03,0.03,1,0,0.0,95540
4,1,2,2,0.15,0.17,0.25,3,1,0.25,95541
1,1,0,0,10.38,10.38,10.38,1,1,1.0,95545
1,1,0,0,5.67,5.67,5.67,1,1,1.0,95548
3,3,2,2,3.25,1.83,7.0,2,2,1.0,95549
2,2,1,0,5.19,5.19,6.46,1,1,1.0,95564
1,1,0,0,9.96,9.96,9.96,1,1,1.0,95565
1,1,0,0,10.46,10.46,10.46,1,1,1.0,95575
1,1,0,0,1.83,1.83,1.83,1,1,1.0,95580
1,1,0,0,1.92,1.92,1.92,1,1,1.0,95586
2,2,1,0,5.95,5.95,10.38,1,1,1.0,95600
1,1,0,0,10.38,10.38,10.38,1,1,1.0,95603
6,6,5,1,1.3,0.4,5.33,2,2,1.0,95607
1,1,0,0,2.87,2.87,2.87,1,1,1.0,95633
1,0,0,0,0.12,0.12,0.12,1,0,0.0,95652
1,1,0,0,1.69,1.69,1.69,1,1,1.0,95657
1,1,0,0,0.46,0.46,0.46,1,1,1.0,95687
1,1,0,0,2.82,2.82,2.82,1,1,1.0,95689
3,1,1,2,0.31,0.14,0.66,2,1,0.333,95732
1,0,0,0,0.21,0.21,0.21,1,0,0.0,95746
1,1,0,0,1.31,1.31,1.31,1,1,1.0,95751
1,0,0,0,0.24,0.24,0.24,1,0,0.0,95763
2,1,1,1,0.4,0.4,0.7,2,1,0.5,95770
1,1,0,0,1.25,1.25,1.25,1,1,1.0,95787
1,1,0,0,0.48,0.48,0.48,1,1,1.0,95807
1,0,0,0,0.09,0.09,0.09,1,0,0.0,95813
2,2,0,0,0.31,0.31,0.35,1,1,1.0,95830
2,2,1,0,0.91,0.91,0.98,1,1,1.0,95870
1,0,0,0,0.24,0.24,0.24,1,0,0.0,95878
1,1,0,0,2.82,2.82,2.82,1,1,1.0,95911
1,1,0,0,0.56,0.56,0.56,1,1,1.0,95923
1,1,0,0,2.44,2.44,2.44,1,1,1.0,95965
1,0,0,0,0.13,0.13,0.13,1,0,0.0,95980
2,1,1,0,0.76,0.76,1.33,1,1,0.5,95985
1,0,0,0,0.21,0.21,0.21,1,0,0.0,95988
1,0,0,0,0.2,0.2,0.2,1,0,0.0,95991
2,2,1,1,1.51,1.51,1.97,2,2,1.0,96023
1,1,0,0,1.38,1.38,1.38,1,1,1.0,96029
2,2,1,0,1.98,1.98,3.6,1,1,1.0,96034
1,1,0,0,1.25,1.25,1.25,1,1,1.0,96042
3,2,0,1,0.4,0.48,0.64,2,2,0.667,96048
2,2,1,0,1.29,1.29,2.12,1,1,1.0,96050
1,1,0,0,1.49,1.49,1.49,1,1,1.0,96064
1,1,0,0,3.55,3.55,3.55,1,1,1.0,96137
1,1,0,0,0.41,0.41,0.41,1,1,1.0,96145
2,2,1,0,1.35,1.35,2.33,1,1,1.0,96166
1,0,0,0,0.24,0.24,0.24,1,0,0.0,96198
1,1,0,0,0.64,0.64,0.64,1,1,1.0,96208
1,0,0,0,0.24,0.24,0.24,1,0,0.0,96213
1,1,0,0,0.64,0.64,0.64,1,1,1.0,96225
1,1,0,0,1.08,1.08,1.08,1,1,1.0,96232
1,1,0,0,1.59,1.59,1.59,1,1,1.0,96244
7,6,6,4,1.47,0.99,4.21,3,3,0.857,96289
1,1,0,0,5.34,5.34,5.34,1,1,1.0,96298
1,1,0,0,10.21,10.21,10.21,1,1,1.0,96309
1,1,0,0,5.04,5.04,5.04,1,1,1.0,96314
3,3,2,2,2.43,2.37,3.34,3,3,1.0,96315
1,1,0,0,9.43,9.43,9.43,1,1,1.0,96324
2,2,1,0,1.8,1.8,2.38,1,1,1.0,96345
1,1,0,0,9.96,9.96,9.96,1,1,1.0,96391
3,1,0,1,0.34,0.02,0.99,2,1,0.333,96448
1,1,0,0,10.04,10.04,10.04,1,1,1.0,96491
1,1,0,0,10.04,10.04,10.04,1,1,1.0,96499
1,1,0,0,3.55,3.55,3.55,1,1,1.0,96556
1,0,0,0,0.24,0.24,0.24,1,0,0.0,96570
1,1,0,0,0.48,0.48,0.48,1,1,1.0,96574
1,1,0,0,4.04,4.04,4.04,1,1,1.0,96607
1,1,0,0,1.39,1.39,1.39,1,1,1.0,96618
1,0,0,0,0.24,0.24,0.24,1,0,0.0,96625
1,1,0,0,3.32,3.32,3.32,1,1,1.0,96626
1,1,0,0,0.93,0.93,0.93,1,1,1.0,96660
1,0,0,0,0.24,0.24,0.24,1,0,0.0,96672
1,0,0,0,0.24,0.24,0.24,1,0,0.0,96707
1,0,0,0,0.13,0.13,0.13,1,0,0.0,96713
2,1,0,0,0.41,0.41,0.68,1,1,0.5,96742
2,2,1,0,1.54,1.54,2.7,1,1,1.0,96832
1,1,0,0,0.48,0.48,0.48,1,1,1.0,96833
1,1,0,0,0.35,0.35,0.35,1,1,1.0,96841
1,1,0,0,0.38,0.38,0.38,1,1,1.0,96852
5,2,0,0,0.38,0.15,0.99,1,1,0.4,96856
1,0,0,0,0.24,0.24,0.24,1,0,0.0,96863
2,2,1,1,1.75,1.75,2.84,2,2,1.0,96867
1,1,0,0,1.84,1.84,1.84,1,1,1.0,96877
1,1,0,0,0.62,0.62,0.62,1,1,1.0,96900
1,1,0,0,1.96,1.96,1.96,1,1,1.0,96905
1,1,0,0,0.98,0.98,0.98,1,1,1.0,96906
2,2,1,0,1.55,1.55,2.8,1,1,1.0,96924
1,1,0,0,0.83,0.83,0.83,1,1,1.0,96954
5,3,3,1,0.6,0.33,1.97,2,2,0.6,96958
4,2,2,1,0.3,0.27,0.63,2,2,0.5,97002
1,0,0,0,0.24,0.24,0.24,1,0,0.0,97011
1,0,0,0,0.24,0.24,0.24,1,0,0.0,97024
1,1,0,0,1.51,1.51,1.51,1,1,1.0,97029
1,1,0,0,0.38,0.38,0.38,1,1,1.0,97037
1,1,0,0,1.37,1.37,1.37,1,1,1.0,97056
1,0,0,0,0.24,0.24,0.24,1,0,0.0,97077
2,1,1,0,1.84,1.84,3.55,1,1,0.5,97130
1,1,0,0,1.08,1.08,1.08,1,1,1.0,97137
2,1,1,1,1.88,1.88,3.59,2,1,0.5,97139
1,1,0,0,2.21,2.21,2.21,1,1,1.0,97140
1,1,0,0,2.04,2.04,2.04,1,1,1.0,97145
3,2,2,2,0.44,0.34,0.76,3,2,0.667,97155
2,2,0,1,0.94,0.94,0.97,2,2,1.0,97158
1,1,0,0,2.77,2.77,2.77,1,1,1.0,97195
1,1,0,0,0.91,0.91,0.91,1,1,1.0,97239
1,0,0,0,0.24,0.24,0.24,1,0,0.0,97254
1,1,0,0,0.5,0.5,0.5,1,1,1.0,97298
1,0,0,0,0.21,0.21,0.21,1,0,0.0,97299
1,1,0,0,2.91,2.91,2.91,1,1,1.0,97328
1,1,0,0,2.32,2.32,2.32,1,1,1.0,97362
1,0,0,0,0.24,0.24,0.24,1,0,0.0,97379
1,1,0,0,0.92,0.92,0.92,1,1,1.0,97410
1,0,0,0,0.1,0.1,0.1,1,0,0.0,97455
3,2,1,0,2.93,1.43,7.18,1,1,0.667,97461
1,1,0,0,9.96,9.96,9.96,1,1,1.0,97463
2,1,1,0,4.98,4.98,9.8,1,1,0.5,97465
1,1,0,0,9.96,9.96,9.96,1,1,1.0,97468
2,1,1,1,2.51,2.51,5.0,2,1,0.5,97471
1,1,0,0,7.38,7.38,7.38,1,1,1.0,97472
1,1,0,0,9.87,9.87,9.87,1,1,1.0,97473
1,1,0,0,3.39,3.39,3.39,1,1,1.0,97486
1,1,0,0,9.43,9.43,9.43,1,1,1.0,97530
2,2,1,0,4.94,4.94,8.92,1,1,1.0,97562
1,1,0,0,0.58,0.58,0.58,1,1,1.0,97570
1,1,0,0,0.99,0.99,0.99,1,1,1.0,97577
1,1,0,0,7.41,7.41,7.41,1,1,1.0,97601
2,2,1,0,4.66,4.66,8.12,1,1,1.0,97602
1,1,0,0,9.87,9.87,9.87,1,1,1.0,97637
3,3,2,1,3.12,2.41,6.29,2,2,1.0,97664
1,1,0,0,9.7,9.7,9.7,1,1,1.0,97667
1,1,0,0,9.7,9.7,9.7,1,1,1.0,97668
1,1,0,0,7.65,7.65,7.65,1,1,1.0,97687
3,3,2,1,3.04,0.83,7.66,2,2,1.0,97703
1,1,0,0,3.42,3.42,3.42,1,1,1.0,97706
1,1,0,0,0.33,0.33,0.33,1,1,1.0,97741
2,2,1,1,1.94,1.94,2.58,2,2,1.0,97762
6,3,5,1,1.13,0.19,5.7,2,2,0.5,97773
1,1,0,0,2.93,2.93,2.93,1,1,1.0,97829
2,2,1,0,1.12,1.12,1.83,1,1,1.0,97836
1,1,0,0,1.75,1.75,1.75,1,1,1.0,97845
1,1,0,0,0.83,0.83,0.83,1,1,1.0,97846
2,1,1,0,0.69,0.69,1.25,1,1,0.5,97853
1,1,0,0,0.26,0.26,0.26,1,1,1.0,97876
2,1,0,1,0.39,0.39,0.64,2,1,0.5,97894
1,1,0,0,2.99,2.99,2.99,1,1,1.0,97926
2,1,1,0,1.26,1.26,2.29,1,1,0.5,97928
1,1,0,0,0.58,0.58,0.58,1,1,1.0,97933
2,2,1,1,1.41,1.41,2.14,2,2,1.0,98030
2,2,1,0,4.69,4.69,6.09,1,1,1.0,98034
1,1,0,0,5.38,5.38,5.38,1,1,1.0,98037
1,1,0,0,8.96,8.96,8.96,1,1,1.0,98038
1,1,0,0,8.96,8.96,8.96,1,1,1.0,98040
1,1,0,0,2.99,2.99,2.99,1,1,1.0,98044
2,2,1,1,1.44,1.44,1.55,2,2,1.0,98053
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98113
1,1,0,0,0.28,0.28,0.28,1,1,1.0,98201
1,1,0,0,0.85,0.85,0.85,1,1,1.0,98214
1,1,0,0,0.34,0.34,0.34,1,1,1.0,98233
1,1,0,0,1.11,1.11,1.11,1,1,1.0,98256
2,2,1,1,4.65,4.65,5.6,2,2,1.0,98296
1,1,0,0,9.31,9.31,9.31,1,1,1.0,98297
1,1,0,0,9.31,9.31,9.31,1,1,1.0,98299
2,2,1,1,4.65,4.65,7.96,2,2,1.0,98307
3,2,2,2,3.22,3.71,5.81,2,2,0.667,98308
1,1,0,0,9.31,9.31,9.31,1,1,1.0,98309
2,2,1,0,4.02,4.02,7.62,1,1,1.0,98310
1,1,0,0,5.84,5.84,5.84,1,1,1.0,98311
1,1,0,0,0.79,0.79,0.79,1,1,1.0,98340
1,1,0,0,0.99,0.99,0.99,1,1,1.0,98342
1,1,0,0,0.83,0.83,0.83,1,1,1.0,98344
1,1,0,0,0.82,0.82,0.82,1,1,1.0,98357
3,1,1,0,0.25,0.24,0.32,1,1,0.333,98372
1,1,0,0,0.94,0.94,0.94,1,1,1.0,98376
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98380
1,0,0,0,0.15,0.15,0.15,1,0,0.0,98398
3,2,1,2,0.44,0.25,0.82,3,2,0.667,98413
2,1,0,1,1.28,1.28,2.31,2,1,0.5,98417
3,2,1,2,0.75,0.5,1.62,2,1,0.667,98433
1,0,0,0,0.24,0.24,0.24,1,0,0.0,98467
