IDPERSONA,RAMA,PC1,PC2
9326,ADMINISTRATIVO,1.5909852746035555,3.746403107350711
651323,ADMINISTRATIVO,3.8100576471707384,-1.5105988551890792
3802,ADMINISTRATIVO,1.312399529415468,0.2727510314834208
654388,ADMINISTRATIVO,-6.158518885735764,1.556055915060452
1660,ADMINISTRATIVO,-0.05777243627915053,4.417421463333627
1794,ADMINISTRATIVO,5.0858178246212935,1.187521752743857
8403,ADMINISTRATIVO,-1.943021345012646,1.0277278006816417
656778,ADMINISTRATIVO,-7.741407830001286,2.4563093491036794
9189,ADMINISTRATIVO,3.577010925384949,0.931901737154416
101253,ADMINISTRATIVO,-2.9866195699532185,-0.2841612032560556
26207,ADMINISTRATIVO,3.3998453935647204,-1.3053849052287823
647047,ADMINISTRATIVO,2.3301058391937004,0.07999320579866809
103193,ADMINISTRATIVO,-1.5649522041224804,-1.0763296216802434
3497,ADMINISTRATIVO,4.0344465622641925,1.7182906098659785
13826,ADMINISTRATIVO,0.9481711221076383,0.7606060599286294
3810,ADMINISTRATIVO,0.21881082937873747,2.1230504802096624
656842,ADMINISTRATIVO,-3.6484317602271474,-0.3485099543112843
61592,ADMINISTRATIVO,2.0996856073184618,1.4119602167059824
1842,ADMINISTRATIVO,-1.161938846805959,4.910343771996128
1206,ADMINISTRATIVO,2.5576050124735765,0.9451632477294909
1546,ADMINISTRATIVO,1.571846758643598,1.5120335173794597
1790,ADMINISTRATIVO,4.9007902221556625,0.7736023877168621
58491,ADMINISTRATIVO,0.7306298041375365,1.5604435879470862
229,ADMINISTRATIVO,3.0330681659921366,1.6354995449474277
10133,ADMINISTRATIVO,2.0204175285652806,0.06942366039383606
3808,ADMINISTRATIVO,2.085736382764302,2.2676879827435363
9196,ADMINISTRATIVO,1.7373969800672533,2.414724899732737
43817,ADMINISTRATIVO,1.8973119016287348,2.770621756433275
102448,ADMINISTRATIVO,2.6108475842939844,-3.6921552058134055
66602,ADMINISTRATIVO,-0.4928204713829781,1.2567844812921687
658714,ADMINISTRATIVO,-2.3587918757574884,-0.08730042912805354
1628,ADMINISTRATIVO,2.2096541007648787,3.2140881617268415
231,ADMINISTRATIVO,4.457068398959306,-0.067076595432639
642558,ADMINISTRATIVO,1.6884892425443483,-3.8101915970847196
86548,ADMINISTRATIVO,1.724740367984198,-1.1874508111386526
648757,ADMINISTRATIVO,2.5456869746760677,-1.158454872036928
9640,ADMINISTRATIVO,2.7990092929969306,1.6058942293728744
654511,ADMINISTRATIVO,-0.254285254676454,-1.8574579050291231
639518,ADMINISTRATIVO,0.2843032208398438,-0.2880458213407431
64414,ADMINISTRATIVO,2.7986600218893374,0.6565616811232289
1991,ADMINISTRATIVO,2.9217038749981374,1.9511803998115689
1496,ADMINISTRATIVO,1.8511658273186642,5.033035684407084
97570,ADMINISTRATIVO,-3.422523601640173,2.1221094276576378
647470,ADMINISTRATIVO,1.1247353066489687,0.42846875852369926
647120,ADMINISTRATIVO,-2.0079969683048122,2.705613342309318
61593,ADMINISTRATIVO,3.1723801628206725,0.3158498519606031
651339,ADMINISTRATIVO,1.539282071246507,-0.9471087891724824
649137,ADMINISTRATIVO,1.9197128289417495,-0.086390733505231
2031,ADMINISTRATIVO,4.052252237147569,1.6632924773355369
9912,ADMINISTRATIVO,3.3943087294314727,-3.057229190387947
3814,ADMINISTRATIVO,4.5793655334783,0.7451664146418495
8441,ADMINISTRATIVO,-3.8563182997541015,-3.917827332480565
2049,ADMINISTRATIVO,2.7716527551596424,2.470337551765213
2022,ADMINISTRATIVO,3.623928748657656,2.778528657491413
635587,ADMINISTRATIVO,3.253420650218578,-2.5597170624346934
8941,ADMINISTRATIVO,3.1824222510643514,0.79472733967458
958,ADMINISTRATIVO,-0.2384418591776253,4.327605489734791
13897,ADMINISTRATIVO,2.1970954322493346,0.7194249536688633
3776,ADMINISTRATIVO,3.3173337154764524,1.8900556094289642
13838,ADMINISTRATIVO,3.4270947536196665,0.5028804247914631
644132,ADMINISTRATIVO,3.799590895544858,-1.0852685044866597
29032,ADMINISTRATIVO,0.06800201915131165,-5.2302762765975235
98984,ADMINISTRATIVO,-0.6476035595965569,2.223869844481524
9834,ADMINISTRATIVO,2.9925576791522386,-0.9977530580275371
656459,ADMINISTRATIVO,-4.576400040217099,1.194186593269131
2105,ADMINISTRATIVO,-0.4704651006092267,3.5754208026452527
101247,ADMINISTRATIVO,0.3889500564267214,2.4187530601047733
2058,ADMINISTRATIVO,3.193835060060509,0.7096429700080531
644781,ADMINISTRATIVO,-2.3625217109571155,2.1298444938838004
645785,ADMINISTRATIVO,2.3398813572193,-1.317020376798455
2391,ADMINISTRATIVO,3.505228025617546,1.9399930082253545
98309,ADMINISTRATIVO,-0.28311393427929527,1.7917832764308348
650463,ADMINISTRATIVO,1.1627829536578431,0.42063186523210416
