IDPERSONA,TIPOEMPLEADO_DESC,CATEGORIA_CARGO,TRAMO_INICIO,TRAMO_FIN,N_CONTRATOS,CARGO_TRAMO,UNIDAD_TRAMO
58627,DOCENTE,TECNICO_DOCENTE_APOYO,2017-04-26,2020-02-21,5,TECNICO DOCENTE 3,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
58629,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-05-24,2022-09-23,1,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
58629,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-10-03,2023-02-17,3,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
58629,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2023-06-15,2024-08-31,6,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
58645,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-08-01,,41,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
58710,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2019-11-01,2025-02-14,21,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
58711,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-04-26,2017-12-31,1,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA
58711,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2026-04-30,31,TÉCNICO DOCENTE 4 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
58749,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-05-01,2017-12-31,2,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
58749,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2022-10-02,11,TÉCNICO DOCENTE 4 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
58749,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-10-03,2026-02-13,12,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
58749,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2026-03-05,,3,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
58795,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2021-06-01,2022-02-18,2,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
58795,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-05-16,2022-09-23,1,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
58795,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-10-03,2024-02-16,6,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
58795,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2024-02-19,2024-03-08,1,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
58795,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2024-03-11,2024-04-04,1,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
58795,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2024-05-13,2025-02-14,2,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
58819,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2014-05-12,2015-12-31,3,TÉCNICO DOCENTE,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
58819,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-05-09,2016-08-31,1,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
58819,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-10-12,2024-02-16,16,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
58823,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2017-12-01,2023-02-01,9,ANALISTA EN SEGURIDAD Y SALUD OCUPACIONAL,DIRECCIÓN DE SEGURIDAD Y SALUD OCUPACIONAL
58841,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2022-02-01,2023-06-10,11,ASISTENTE EJECUTIVA 2,FACULTAD DE CIENCIAS DE LA VIDA
58867,DOCENTE,TECNICO_DOCENTE_APOYO,2023-09-20,2023-12-31,1,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
58915,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-05-02,2020-02-21,5,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
58939,DOCENTE,TECNICO_DOCENTE_APOYO,2023-09-20,2023-12-31,1,TÉCNICO DOCENTE 3 (TC),DIRECCIÓN DE ADMISIONES
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2010-01-01,2010-05-11,1,PROFESOR AGREGADO,DESCONOCIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2013-01-01,2019-03-25,6,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2019-04-23,2019-05-03,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2021-09-28,2021-10-12,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2022-03-09,2022-03-12,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2022-04-07,2022-04-13,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2022-06-23,2022-06-24,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2022-08-12,2022-08-21,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2022-09-06,2022-09-12,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2022-12-27,2022-12-30,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2023-02-27,2023-03-03,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2023-07-04,2023-07-05,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2023-07-12,2023-07-21,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2023-12-26,2023-12-29,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2024-02-18,2024-02-25,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2024-02-29,2024-03-10,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2024-04-17,2024-04-19,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2024-05-30,2024-05-31,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2024-09-23,2024-09-24,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2025-02-27,2025-03-06,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2025-06-25,2025-06-27,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2025-12-26,2025-12-31,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2026-04-20,2026-04-24,1,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
58968,DOCENTE,DOCENTE_TITULAR_CARRERA,2026-08-20,,2,PROFESOR TITULAR PRINCIPAL 3 (TC),FACULTAD DE CIENCIAS DE LA VIDA
59059,DOCENTE,DOCENTE_TITULAR_CARRERA,2013-01-01,2024-10-31,2,PROFESOR TITULAR AGREGADO 1 (TC),DECANATO DE POSGRADO
59104,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-05-01,2022-09-25,9,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59151,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-05-19,2008-08-26,1,PROFESOR PREGRADO,DESCONOCIDA
59151,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2009-10-12,2010-03-02,2,PROFESOR PREGRADO,DESCONOCIDA
59151,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2010-05-17,2013-09-20,5,PROFESOR PREGRADO,DESCONOCIDA
59151,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2013-10-14,2013-12-31,1,PROFESOR PREGRADO,DESCONOCIDA
59151,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-10-01,2022-02-18,10,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MARÍTIMA Y CIENCIAS DEL MAR
59177,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-05-19,2008-09-26,1,PROFESOR,DESCONOCIDA
59177,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2008-10-13,2009-03-02,2,PROFESOR,DESCONOCIDA
59177,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2009-05-18,2010-05-17,1,PROFESOR,DESCONOCIDA
59177,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2014-10-01,,38,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
59216,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-10-01,2019-09-27,2,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59216,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2021-01-01,2021-02-19,1,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59216,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2021-05-17,2021-09-24,1,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59216,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2021-10-04,2022-02-18,2,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59216,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-05-24,2022-09-23,1,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59216,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-10-03,2023-02-17,3,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59217,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2014-10-01,2016-04-12,2,TÉCNICO DOCENTE,FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
59217,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-04-13,2017-12-31,2,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
59217,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,,26,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
59225,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2023-10-02,,13,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
59234,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2015-05-11,2026-07-19,38,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS DE LA VIDA
59234,DOCENTE,DOCENTE_TITULAR_CARRERA,2026-07-20,2026-07-23,2,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
59234,DOCENTE,DOCENTE_TITULAR_CARRERA,2026-08-18,2026-08-21,1,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
59234,DOCENTE,DOCENTE_TITULAR_CARRERA,2026-09-01,,5,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE CIENCIAS DE LA VIDA
59237,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2025-05-12,,5,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS DE LA VIDA
59239,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2015-05-11,2016-04-12,1,TÉCNICO DOCENTE,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
59239,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-04-13,2016-08-19,1,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
59239,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-11-01,2019-09-20,3,PROFESOR NO TITULAR OCASIONAL (MT),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
59277,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2008-08-01,2014-12-31,7,AYUDANTE,DESCONOCIDA
59277,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2015-01-01,,33,ANALISTA CONTABLE 1,GERENCIA FINANCIERA
59450,ADMINISTRATIVO,OTROS_AA,2025-12-01,,7,PROMOTOR DE ARTE Y CULTURA,GERENCIA DE BIENESTAR POLITÉCNICO
59468,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2016-10-30,2017-01-30,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS,DESCONOCIDA
59468,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-03,2023-12-31,2,TÉCNICO DE INVESTIGACIÓN 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
59484,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2015-06-10,2016-02-25,1,TÉCNICO DOCENTE,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59484,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-12-01,,20,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59495,DOCENTE,DOCENTE_TITULAR_CARRERA,2023-06-01,,11,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
59524,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2016-05-01,,49,ANALISTA ESTADÍSTICO ACADÉMICO,GERENCIA DE BIENESTAR POLITÉCNICO
59525,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2023-05-15,,12,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
59557,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-05-01,2017-12-31,2,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
59557,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2019-02-22,2,TECNICO DOCENTE,FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
59557,DOCENTE,TECNICO_DOCENTE_APOYO,2021-10-04,2023-03-08,4,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
59660,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-05-01,,27,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59670,DOCENTE,TECNICO_DOCENTE_APOYO,2017-10-04,2026-05-09,23,TÉCNICO DE INVESTIGACIÓN 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
59691,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2015-12-02,2016-12-31,2,ANALISTA DE LABORATORIO,DESCONOCIDA
59691,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
59752,ADMINISTRATIVO,AUXILIAR_AYUDANTE_OPERATIVO,2014-03-17,2014-12-31,1,AYUDANTE DE CONTABILIDAD,DESCONOCIDA
59752,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2015-01-01,,46,ANALISTA CONTABLE 1,GERENCIA FINANCIERA
59754,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL"
59774,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2017-12-01,,59,ANALISTA ESTADÍSTICO ACADÉMICO,FACULTAD DE CIENCIAS DE LA VIDA
59788,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2026-09-01,,1,ANALISTA CONTABLE 1,GERENCIA FINANCIERA
59794,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2015-05-01,2022-09-30,11,PROFESOR NO TITULAR OCASIONAL (TC),"FACULTAD DE ARTE, DISEÑO Y COMUNICACIÓN AUDIOVISUAL"
59818,DOCENTE,TECNICO_DOCENTE_APOYO,2019-02-01,2021-11-30,6,TÉCNICO DE INVESTIGACIÓN 3 (TC),CENTRO NACIONAL DE ACUICULTURA E INVESTIGACIONES MARINAS
59822,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-06-01,2017-12-31,2,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59822,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2019-09-27,3,TECNICO DOCENTE 4,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59829,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2015-01-01,2016-12-31,1,ASISTENTE DE SOPORTE TÉCNICO,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
59852,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2019-08-01,,22,ANALISTA DE COMPRAS PÚBLICAS 3,DIRECCIÓN DE ADQUISICIONES
59853,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2017-09-01,,27,ASISTENTE DE ACTIVOS FIJOS,FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS
59904,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2014-07-01,2016-04-30,3,ASISTENTE EJECUTIVA 1,CENTRO DE DESARROLLO DE EMPRENDEDORES
59904,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2016-05-01,2016-07-31,1,TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE CAPACITACIÓN,CENTRO DE DESARROLLO DE EMPRENDEDORES
59904,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2018-05-01,2018-09-21,1,PROFESOR NO TITULAR OCASIONAL (TP),CENTRO DE DESARROLLO DE EMPRENDEDORES
59904,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2023-11-01,,34,ANALISTA ADMINISTRATIVO,OFICINA DE TRANSFERENCIA DE RESULTADOS DE INVESTIGACIÓN - OTRI EN LA ESPOL
59955,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-10-10,2017-12-31,2,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
59955,DOCENTE,TECNICO_DOCENTE_APOYO,2018-01-01,2025-04-15,24,TÉCNICO DOCENTE 4 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
59958,ADMINISTRATIVO,ASISTENCIA_SECRETARIAL_OFICINA,2013-01-01,2014-11-30,1,ASISTENTE,DESCONOCIDA
59958,ADMINISTRATIVO,AUTORIDAD_ADMINISTRATIVA_SUPERIOR,2014-12-01,2016-02-29,3,GERENTE ADMINISTRATIVO,DESCONOCIDA
59958,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2016-03-01,2021-03-01,6,ANALISTA FINANCIERO 2,DESCONOCIDA
59964,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2015-01-01,2016-04-12,1,TÉCNICO DOCENTE,FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
59964,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-04-13,2016-09-19,1,PROFESOR NO TITULAR OCASIONAL 2 (TC),DESCONOCIDA
59988,DOCENTE,TECNICO_DOCENTE_APOYO,2018-05-01,2020-02-21,4,TECNICO DOCENTE 1,DIRECCIÓN DE ADMISIONES
59988,DOCENTE,TECNICO_DOCENTE_APOYO,2021-05-25,2021-12-31,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
59988,DOCENTE,TECNICO_DOCENTE_APOYO,2022-05-16,,11,TÉCNICO DOCENTE 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
60020,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-12-01,2023-09-22,16,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
60112,DOCENTE,TECNICO_DOCENTE_APOYO,2021-05-17,2025-02-14,10,TÉCNICO DOCENTE 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
60114,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2016-02-01,2016-08-15,1,ANALISTA DE LABORATORIO DE INVESTIGACIÓN 2,DESCONOCIDA
60114,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2020-02-22,2020-09-30,2,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
60114,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-05-16,2026-07-19,24,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
60114,DOCENTE,DOCENTE_TITULAR_CARRERA,2026-07-20,,2,PROFESOR TITULAR AUXILIAR 1 (TC),FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS
60168,ADMINISTRATIVO,PROFESIONAL_ANALISTA,2022-02-01,,18,ANALISTA DE DESARROLLO DE SISTEMAS 1,GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN
60187,DOCENTE,TECNICO_DOCENTE_APOYO,2023-10-05,2023-12-31,2,TÉCNICO DE LABORATORIO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
60260,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2017-04-26,2024-05-01,27,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA EN CIENCIAS DE LA TIERRA
60263,DOCENTE,TECNICO_DOCENTE_APOYO,2018-10-01,2019-05-12,2,TECNICO DOCENTE 3,FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
60306,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2021-10-04,2022-02-18,2,PROFESOR NO TITULAR OCASIONAL (TP),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
60347,ADMINISTRATIVO,TECNICO_OPERATIVO_MANTENIMIENTO,2015-05-01,2016-04-12,1,TÉCNICO DOCENTE,DESCONOCIDA
60347,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2016-04-13,2017-08-31,2,PROFESOR NO TITULAR OCASIONAL 2 (TC),FACULTAD DE INGENIERÍA EN ELECTRICIDAD Y COMPUTACIÓN
60347,DOCENTE,DOCENTE_NO_TITULAR_OCASIONAL,2022-05-16,2024-12-08,9,PROFESOR NO TITULAR OCASIONAL (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
60347,DOCENTE,DOCENTE_TITULAR_CARRERA,2024-12-09,,13,PROFESOR TITULAR AGREGADO 1 (TC),FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN
60381,DOCENTE,TECNICO_DOCENTE_APOYO,2021-05-25,2021-08-31,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
60381,DOCENTE,TECNICO_DOCENTE_APOYO,2021-10-11,2021-12-31,1,TÉCNICO DOCENTE 4 (TC),DIRECCIÓN DE ADMISIONES
